GeneID,Module,kME,is_hub,Symbol,Description
26791,1,0.8564986813846054,True,SNORD58A,"small nucleolar RNA, C/D box 58A"
57337,1,0.9271491612970263,True,SENP7,SUMO specific peptidase 7
28726,1,-0.032416267719387194,False,TRAJ29,T cell receptor alpha joining 29
28745,1,0.6263774156556972,False,TRAJ10,T cell receptor alpha joining 10
100529239,1,0.8612449461033228,True,RPS10-NUDT3,RPS10-NUDT3 readthrough
64919,1,0.9483419236234741,True,BCL11B,BCL11 transcription factor B
26768,1,0.7797660236555768,False,SNORA73B,"small nucleolar RNA, H/ACA box 73B"
28791,1,0.3702112364060676,False,IGLV3-27,immunoglobulin lambda variable 3-27
87178,1,0.9257972287240467,True,PNPT1,polyribonucleotide nucleotidyltransferase 1
5224,1,0.9182767603034385,True,PGAM2,phosphoglycerate mutase 2
3344,1,0.9045020160631144,True,FOXN2,forkhead box N2
2209,1,0.17211268270200375,False,FCGR1A,Fc gamma receptor Ia
55599,1,0.9289967391662621,True,RNPC3,"RNA binding region (RNP1, RRM) containing 3"
100302240,1,0.8636921886905963,True,MIR1304,microRNA 1304
552891,1,0.7160011686787652,False,DNAJC25-GNG10,DNAJC25-GNG10 readthrough
253430,1,0.8651502398432345,True,IPMK,inositol polyphosphate multikinase
6122,1,0.8223413202304208,True,RPL3,ribosomal protein L3
414196,1,0.9052680662970393,True,CELF2-AS1,CELF2 antisense RNA 1
6128,1,0.8910350878074869,True,RPL6,ribosomal protein L6
7294,1,0.9398636666056409,True,TXK,TXK tyrosine kinase
28509,1,0.052685109399284606,False,IGHD1-7,immunoglobulin heavy diversity 1-7
28776,1,0.5790998945098154,False,IGLV7-43,immunoglobulin lambda variable 7-43
221756,1,0.8032597942921669,True,SERPINB9P1,serpin family B member 9 pseudogene 1
1955,1,0.7727953165234674,False,MEGF9,multiple EGF like domains 9
51602,1,0.9628452879707479,True,NOP58,NOP58 ribonucleoprotein
105378179,1,0.5859919512069143,False,LOC105378179,uncharacterized LOC105378179
28625,1,0.7623124551342745,False,TRBJ2-4,T cell receptor beta joining 2-4
139818,1,0.8464759778618725,True,DOCK11,dedicator of cytokinesis 11
905,1,0.9293113494594807,True,CCNT2,cyclin T2
6175,1,0.8591130031633184,True,RPLP0,ribosomal protein lateral stalk subunit P0
10009,1,0.9213458133849208,True,ZBTB33,zinc finger and BTB domain containing 33
28949,1,0.6679526619255212,False,IGKJ2,immunoglobulin kappa joining 2
133418,1,0.9431003545035291,True,EMB,embigin
8445,1,0.9655909205203437,True,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
5965,1,0.9679831384713491,True,RECQL,RecQ like helicase
105371498,1,0.04073732747221151,False,LOC105371498,uncharacterized LOC105371498
79666,1,0.9256810275420183,True,PLEKHF2,pleckstrin homology and FYVE domain containing 2
301,1,0.8911422303819729,True,ANXA1,annexin A1
6168,1,0.6530881003944556,False,RPL37A,ribosomal protein L37a
10875,1,0.8616985855351227,True,FGL2,fibrinogen like 2
962,1,0.9261413196620029,True,CD48,CD48 molecule
100423037,1,0.7616205590455158,False,MIR3176,microRNA 3176
28510,2,1.0000000000000007,False,IGHD1-1,immunoglobulin heavy diversity 1-1
3050,3,1.0000000000000002,False,HBZ,hemoglobin subunit zeta
28728,4,1.0,False,TRAJ27,T cell receptor alpha joining 27
5266,5,1.0,False,PI3,peptidase inhibitor 3
3047,6,-0.9939695267986441,False,HBG1,hemoglobin subunit gamma 1
3048,6,-0.9911102994535828,False,HBG2,hemoglobin subunit gamma 2
3848,7,1.0,False,KRT1,keratin 1
3042,8,1.0000000000000002,False,HBM,hemoglobin subunit mu
